# File compiled in Jan 2016 using the file DYFAMED_AT-CT_1998-2013.xlsx provided by L. Coppola in March 2014
#Alkalinity and DIC at DYFAMED from 1998 to 2000 (Copin et al.)							
#Flag 0 and 9 : no measurement, flag 2 : good data, flag 3 : questionnable data, flag 4 : not good data
#Date	pressure (db)	pot. Temp (degC)	salinity 	TA(µmol/kg)	QF	TCO2(µmol/kg)	QF
date	pressure	temp	salinity	AT	QF_AT	CT	QF_CT
12/14/04	50	13.41	38.07	NaN	0	2264.55	2
12/14/04	70	13.46	38.21	2560.68	2	2265.36	2
12/14/04	90	13.47	38.22	2555.96	2	2300.75	2
12/14/04	110	13.47	38.37	NaN	0	2300.55	2
12/14/04	130	NaN	38.38	NaN	0	NaN	0
12/14/04	150	13.48	38.42	2569.00	2	2318.50	2
12/14/04	200	13.46	38.44	2576.12	2	2323.95	2
12/14/04	300	13.42	38.55	2587.66	2	2332.62	2
12/14/04	400	13.37	38.59	2586.75	2	2332.62	2
12/14/04	500	13.31	38.60	2595.58	2	2337.26	2
12/14/04	600	13.27	38.60	2592.37	2	2334.63	2
12/14/04	700	13.22	38.59	2589.56	2	2330.20	2
12/14/04	800	13.16	38.57	NaN	0	2315.88	2
12/14/04	1000	13.06	38.55	2593.07	2	2330.00	2
12/14/04	1250	12.98	38.51	2587.36	2	2320.92	2
12/14/04	1500	12.91	38.48	2587.76	2	2323.14	2
12/14/04	2000	NaN	38.45	2584.35	2	2319.21	2
3/29/05	5	NaN	38.77	2565.1	2	2255.9	2
3/29/05	10	NaN	38.82	2566.9	2	2268	2
3/29/05	20	NaN	38.85	2564.1	2	2277.2	2
3/29/05	30	NaN	38.83	2567.3	2	2281.5	2
3/29/05	40	NaN	38.83	2566.6	2	2280.6	2
3/29/05	50	NaN	38.84	2568.5	2	2281.5	2
3/29/05	70	NaN	38.84	2568.5	2	2279.6	2
3/29/05	90	NaN	38.85	2570.4	2	2287.2	2
3/29/05	110	NaN	38.88	2571.1	2	2290.7	2
3/29/05	130	NaN	38.93	2575.5	2	2289.7	2
3/29/05	150	NaN	38.96	2581.1	2	2298.4	2
3/29/05	200	NaN	39.01	2581	2	2309	2
3/29/05	300	NaN	39.86	2591.1	2	2317.6	2
3/29/05	400	NaN	39.84	2588.4	2	2316.5	2
3/29/05	500	NaN	39.88	2591.7	2	2323.1	2
3/29/05	600	NaN	39.90	2595.2	2	2324.9	2
3/29/05	700	NaN	39.89	2589.5	2	2319	2
3/29/05	800	NaN	39.91	2593.2	2	2323.4	2
3/29/05	1000	NaN	39.92	2595.6	2	2323.2	2
3/29/05	1250	NaN	39.91	2593.5	2	2323.4	2
3/29/05	1500	NaN	39.92	2592	2	2322.4	2
3/29/05	2000	NaN	39.88	2589.8	2	2322.1	2
4/26/05	5	13.74	38.40	2575.6	2	2281.6	2
4/26/05	10	13.74	38.41	2579.1	2	2277.9	2
4/26/05	20	13.73	38.38	2578.1	2	2284.9	2
4/26/05	30	13.72	38.37	2580	2	2283.2	2
4/26/05	40	13.58	38.39	2581.6	2	2285.3	2
4/26/05	50	13.50	38.40	2585.5	2	2295.2	2
4/26/05	70	13.40	38.42	2583.7	2	2303.7	2
4/26/05	90	13.28	38.45	2588	2	2311.5	2
4/26/05	110	13.24	38.48	2586.5	2	2307.7	2
4/26/05	130	13.28	38.49	2588.3	2	2320	2
4/26/05	150	13.74	38.52	2591.7	2	2325.2	2
4/26/05	200	13.31	38.53	2594.9	2	2329.5	2
4/26/05	300	13.25	38.54	2596.9	2	2330.7	2
4/26/05	400	13.24	38.54	2595.3	2	2328.9	2
4/26/05	500	13.23	38.54	2594.2	2	2327.1	2
4/26/05	600	13.18	38.53	2594.5	2	2327.9	2
4/26/05	700	13.16	38.53	2596	2	2329.7	2
4/26/05	800	13.13	38.53	2597.7	2	2329.1	2
4/26/05	1000	13.09	38.52	2593	2	2326.8	2
4/26/05	1250	13.02	38.50	2591.6	2	2326.6	2
4/26/05	1500	12.93	38.48	2588.4	2	2329.6	2
4/26/05	2000	12.84	38.45	2588.6	2	2325.6	2
6/9/05	5	13.74	38.43	2583.7	2	2248	2
6/9/05	10	13.73	38.43	2584.2	2	2247.9	2
6/9/05	20	13.72	38.40	2583.7	2	2255.8	2
6/9/05	30	13.58	38.38	2583.9	2	2265.2	2
6/9/05	40	13.50	38.38	2582.6	2	2280.2	2
6/9/05	50	13.40	38.39	2583	2	2288.3	2
6/9/05	70	NaN	38.42	NaN	0	NaN	0
6/9/05	90	13.28	38.43	2581.4	2	2314.3	2
6/9/05	110	13.24	38.47	2583.3	2	2317.2	2
6/9/05	130	13.28	38.47	2585.7	2	2320.9	2
6/9/05	150	13.34	38.48	2585.6	2	2320.7	2
6/9/05	200	13.31	38.51	2588.3	2	2328.2	2
6/9/05	300	13.25	38.53	2592.3	2	2327.4	2
6/9/05	400	13.24	38.53	2594.4	2	2328.8	2
6/9/05	500	13.23	38.54	2593.5	2	2326.9	2
6/9/05	600	13.18	38.54	2594.5	2	2326.1	2
6/9/05	700	13.16	38.53	2596.3	2	2327.5	2
6/9/05	800	13.13	38.52	2596.1	2	2327.6	2
6/9/05	1000	13.09	38.51	2593.7	2	2325.1	2
6/9/05	1250	13.02	38.49	2591.4	2	2322.9	2
6/9/05	1500	12.93	38.47	2589.1	2	2320.4	2
6/9/05	2000	12.84	38.44	2587.3	2	2317.3	2
7/2/05	5	21.07	38.39	2615.3	2	2236	2
7/2/05	10	19.22	38.36	2595.4	2	2235.5	2
7/2/05	20	14.10	38.35	2603.4	2	2257	2
7/2/05	30	13.41	38.34	2631	2	2283.4	2
7/2/05	40	13.37	38.39	2647.8	2	2294.5	2
7/2/05	50	13.36	38.44	2616.8	2	2304.8	2
7/2/05	70	13.29	38.45	2627.1	2	2306.7	2
7/2/05	90	13.24	38.45	2631.5	2	2308.6	2
7/2/05	110	13.19	38.45	2610.2	2	2309	2
7/2/05	130	13.16	38.46	2626.4	2	2309.6	2
7/2/05	150	13.19	38.47	2632.2	2	2308.7	2
7/2/05	200	13.26	38.52	2640.9	2	2317.6	2
7/2/05	300	13.24	38.53	2640.6	3	2313.6	3
7/2/05	400	13.20	38.53	2666.7	2	2318.8	2
7/2/05	500	13.17	38.53	2645.9	2	2318.5	2
7/2/05	600	13.19	38.54	2642.6	2	2314.5	2
7/2/05	700	13.19	38.53	2635.3	2	2321.5	2
7/2/05	800	13.15	38.53	2644.5	2	2317.6	2
7/2/05	1000	13.09	38.52	2646.3	2	2316.9	2
7/2/05	1250	13.02	38.49	2643.2	2	2316.8	2
7/2/05	1500	12.92	38.47	2631.8	2	2314.9	2
7/2/05	2000	NaN	38.45	2636.3	2	2313	2
8/2/05	5	20.74	38.44	2581.1	2	2242.4	2
8/2/05	10	16.85	38.37	2577.7	2	2242.5	2
8/2/05	20	14.34	38.37	2579.9	2	2258.6	2
8/2/05	30	13.71	38.38	2578.6	2	2276.5	2
8/2/05	40	13.33	38.38	2576.3	2	2298.4	2
8/2/05	50	13.30	38.40	2577.9	2	2315.5	2
8/2/05	70	13.23	38.43	2577.8	2	2315.8	2
8/2/05	90	NaN	38.45	2322.3	2	2367.5	2
8/2/05	110	NaN	NaN	NaN	0	NaN	0
8/2/05	130	13.17	38.47	2580.5	2	2322.3	2
8/2/05	150	13.18	38.49	2585.9	2	2327	2
8/2/05	200	13.20	38.52	2585.5	2	2332.1	2
8/2/05	300	13.27	38.54	2587.6	2	2329.5	2
8/2/05	400	13.22	38.53	NaN	0	NaN	0
8/2/05	500	NaN	38.54	2591.5	2	2327.8	2
8/2/05	600	NaN	38.53	NaN	0	NaN	0
8/2/05	700	NaN	38.52	NaN	0	NaN	0
8/2/05	800	NaN	38.51	NaN	0	NaN	0
8/2/05	1000	13.04	38.50	2591.3	2	2355.9	2
8/2/05	1250	NaN	38.48	NaN	0	NaN	0
8/2/05	1500	NaN	38.46	NaN	0	NaN	0
8/2/05	2000	12.83	38.45	2583.8	2	2323.5	2
8/30/05	5	NaN	NaN	2578.3	2	2225.7	2
8/30/05	10	NaN	NaN	2575.4	2	2228.2	2
8/30/05	20	NaN	NaN	2575.1	2	2249.5	2
8/30/05	30	NaN	NaN	2576.4	2	2273.8	2
8/30/05	40	NaN	NaN	2572.5	2	2294.2	2
8/30/05	50	NaN	NaN	2573.8	2	2309.1	2
8/30/05	70	NaN	NaN	2576	2	2313.3	2
8/30/05	110	NaN	NaN	2580.5	2	2316.1	2
8/30/05	190	NaN	NaN	2583.8	2	2316.2	2
8/30/05	500	NaN	NaN	2591	2	2322.7	2
8/30/05	1500	NaN	NaN	2587.9	2	2317.1	2
8/30/05	2000	NaN	NaN	2584.7	2	2316.6	2
9/27/05	5	20.55	37.82	2573.1	2	2223.6	2
9/27/05	10	20.11	38.07	2575.4	2	2227.4	2
9/27/05	20	18.35	36.89	2574.9	2	2242.8	2
9/27/05	30	18.99	38.24	2576.8	2	2264.7	2
9/27/05	40	18.21	38.32	2579	2	2283.2	2
9/27/05	50	16.65	38.37	2579.6	2	2306.8	2
9/27/05	70	14.57	38.41	2578.2	2	2318.6	2
9/27/05	90	13.87	38.44	2578.8	2	2315.8	2
9/27/05	110	NaN	38.46	2582.3	2	2318.5	2
9/27/05	130	13.43	38.47	2582.1	2	2319	2
9/27/05	150	13.37	38.49	2585.2	2	2320.2	2
9/27/05	200	13.27	38.53	2590.2	2	2324.9	2
9/27/05	300	13.28	38.55	2591.8	2	2325	2
9/27/05	400	13.29	38.54	2593.3	2	2325.8	2
9/27/05	500	13.23	38.54	2593.1	2	2323.1	2
9/27/05	600	NaN	38.53	NaN	0	NaN	0
9/27/05	700	NaN	38.53	NaN	0	NaN	0
9/27/05	800	NaN	38.52	NaN	0	NaN	0
9/27/05	1000	13.05	38.50	2590.7	2	2320.1	2
9/27/05	1250	NaN	38.48	NaN	0	NaN	0
9/27/05	1500	12.88	38.46	2589.1	2	2318.1	2
9/27/05	2000	12.84	38.45	2586.7	2	2316.7	2
10/25/05	5	18.99	38.34	2570.5	2	2221.5	2
10/25/05	10	18.76	38.34	2566.6	2	2222.6	2
10/25/05	20	18.55	38.30	2562.8	2	2229.7	2
10/25/05	30	17.80	38.28	2559.8	2	2238	2
10/25/05	40	14.35	38.10	2548.2	2	2258.7	2
10/25/05	50	13.93	38.16	2557.2	2	2284.9	2
10/25/05	70	13.39	38.36	2570	2	2301.9	2
10/25/05	90	13.28	38.36	2570.6	2	2305.9	2
10/25/05	110	13.26	38.42	2574.8	2	2313.1	2
10/25/05	130	13.25	38.44	2577.9	2	2315.8	2
10/25/05	150	13.27	38.47	2579.8	2	2314.9	2
10/25/05	200	13.30	38.51	2585.4	2	2320.1	2
10/25/05	300	13.37	38.56	2591.7	2	2324.7	2
10/25/05	400	13.34	38.56	2591.5	2	2321.6	2
10/25/05	500	13.27	38.55	2589.3	2	2320.8	2
10/25/05	600	NaN	38.54	NaN	0	NaN	0
10/25/05	700	NaN	38.54	NaN	0	NaN	0
10/25/05	800	NaN	38.53	NaN	0	NaN	0
10/25/05	1000	13.09	38.51	2586.6	2	2316	2
10/25/05	1250	NaN	38.49	NaN	0	NaN	0
10/25/05	1500	12.91	38.47	2584.3	2	2315.8	2
10/25/05	2000	12.84	38.45	2583.6	2	2314.2	2
11/24/05	5	14.58	38.34	2566.6	2	2258.9	2
11/24/05	10	14.58	38.33	2566.5	2	2260.4	2
11/24/05	20	14.57	38.33	2566.5	2	2261.9	2
11/24/05	30	14.50	38.34	2567.8	2	2264.8	2
11/24/05	40	14.17	38.33	2567.5	2	2270.9	2
11/24/05	50	13.26	38.31	2564.6	2	2278.9	2
11/24/05	70	13.25	38.37	2568.7	2	2304.9	2
11/24/05	90	13.28	38.41	2571	2	2306.9	2
11/24/05	110	13.26	38.43	2574.2	2	2312.6	2
11/24/05	130	13.28	38.46	2577.1	2	2313.7	2
11/24/05	150	13.29	38.48	2579.1	2	2316.6	2
11/24/05	200	NaN	38.54	NaN	0	NaN	0
12/19/05	5	13.09	38.33	2560.70	2	2294.30	2
12/19/05	10	13.10	38.33	2560.9	2	2292.9	2
12/19/05	20	13.09	38.34	2563.3	2	2295.2	2
12/19/05	30	NaN	38.35	NaN	0	NaN	0
12/19/05	40	13.09	38.37	2568.4	2	2297.6	2
12/19/05	50	13.06	38.37	2569.8	2	2299.9	2
12/19/05	70	13.20	38.41	2572.7	2	2307.4	2
12/19/05	90	13.06	38.43	2575.7	2	2309.6	2
12/19/05	110	13.02	38.41	2573.6	2	2304.9	2
12/19/05	130	13.02	38.41	2572.8	2	2305.3	2
12/19/05	150	13.04	38.42	2574.5	2	2307.8	2
12/19/05	200	13.20	38.48	2579.4	2	2316.3	2
12/19/05	300	13.19	38.48	2580.3	2	2317.9	2
12/19/05	400	13.42	38.56	2588.0	2	2327.2	2
12/19/05	500	13.28	38.55	2588.2	2	2326.0	2
12/19/05	600	13.24	38.54	2587.5	2	2324.2	2
12/19/05	700	13.19	38.54	2587.9	2	2322.1	2
12/19/05	800	13.17	38.53	2587.2	2	2322.9	2
12/19/05	1000	NaN	38.51	NaN	0	NaN	0
12/19/05	1250	12.98	38.48	2583.3	2	2320.1	2
12/19/05	1500	12.90	38.46	2581.6	2	2317.3	2
12/19/05	2000	12.84	38.45	2579.9	2	2314.7	2
2/7/06	5	13.12	38.52	2586.3	2	2320.6	2
2/7/06	10	13.11	38.52	2584.9	2	2319.8	2
2/7/06	20	13.09	38.51	2584.8	2	2315.8	2
2/7/06	30	13.08	38.51	2585.0	2	2318.4	2
2/7/06	40	13.07	38.51	2584.4	2	2318.1	2
2/7/06	50	13.07	38.51	2584.6	2	2319.4	2
2/7/06	70	13.06	38.51	2584.8	2	2319.2	2
2/7/06	90	13.06	38.51	2583.5	2	2318.2	2
2/7/06	110	13.06	38.51	2585.0	2	2317.6	2
2/7/06	130	NaN	38.51	NaN	0	NaN	0
2/7/06	150	13.07	38.51	2585.3	2	2318.6	2
2/7/06	200	13.05	38.50	2584.1	2	2319.1	2
2/7/06	300	13.02	38.50	2584.0	2	2317.8	2
2/7/06	400	NaN	38.50	NaN	0	NaN	0
2/7/06	500	13.01	38.50	2583.6	2	2319.1	2
2/7/06	600	13.00	38.49	2583.6	2	2318.2	2
2/7/06	700	NaN	38.49	NaN	0	NaN	0
2/7/06	800	13.00	38.49	2584.7	2	2318.6	2
2/7/06	1000	13.00	38.49	2583.3	2	2318.8	2
2/7/06	1250	12.96	38.49	NaN	0	NaN	0
2/7/06	1500	NaN	38.48	2583.1	2	2317.0	2
2/7/06	2000	12.93	38.47	2585.6	2	2318.7	2
3/7/06	5	12.90	38.44	2574.3	2	2301.0	2
3/7/06	10	12.90	38.44	2576.6	2	2307.3	2
3/7/06	20	13.05	38.50	2577.9	2	2312.5	2
3/7/06	30	13.06	38.51	2578.7	2	2311.8	2
3/7/06	40	13.07	38.51	2580.4	2	2314.4	2
3/7/06	50	13.06	38.51	2578.9	2	2314.7	2
3/7/06	70	13.06	38.51	2576.6	2	2314.5	2
3/7/06	90	13.04	38.51	2578.7	2	2314.4	2
3/7/06	110	13.04	38.51	2578.5	2	2310.3	2
3/7/06	130	13.04	38.51	2575.0	2	2309.7	2
3/7/06	150	NaN	38.51	2584.1	2	2317.5	2
3/7/06	200	NaN	38.50	NaN	0	NaN	0
3/7/06	300	NaN	NaN	NaN	0	NaN	0
3/7/06	400	NaN	NaN	NaN	0	NaN	0
3/7/06	500	NaN	NaN	NaN	0	NaN	0
3/7/06	600	NaN	38.48	2579.5	2	2315.6	2
3/7/06	700	NaN	NaN	NaN	0	NaN	0
3/7/06	800	NaN	NaN	NaN	0	NaN	0
3/7/06	1000	NaN	38.48	2575.0	2	2310.2	2
3/7/06	1250	NaN	NaN	NaN	0	NaN	0
3/7/06	1500	NaN	NaN	NaN	0	NaN	0
3/7/06	2000	NaN	38.47	2574.8	2	2311.5	2
4/2/06	5	13.48	38.45	2595.00	2	2281.30	2
4/2/06	10	13.36	38.45	2590.30	2	2275.20	2
4/2/06	20	13.33	38.46	2591.00	2	2283.90	2
4/2/06	30	13.24	38.47	2589.20	2	2290.00	2
4/2/06	40	13.21	38.48	2592.30	2	2308.30	2
4/2/06	50	13.21	38.48	2591.00	2	2309.40	2
4/2/06	70	13.20	38.49	2593.10	2	2293.00	2
4/2/06	90	13.19	38.51	2590.40	2	2318.30	2
4/2/06	110	13.19	38.53	2593.80	2	2315.70	2
4/2/06	130	13.18	38.53	2594.00	2	2324.60	2
4/2/06	150	NaN	38.52	NaN	0	NaN	0
4/2/06	200	13.05	38.51	2592.30	2	2315.00	2
4/2/06	300	NaN	38.49	NaN	0	NaN	0
4/2/06	400	NaN	38.49	NaN	0	NaN	0
4/2/06	500	12.96	38.49	2591.60	2	2326.10	2
4/2/06	600	NaN	38.49	NaN	0	NaN	0
4/2/06	700	NaN	38.49	NaN	0	NaN	0
4/2/06	800	NaN	38.49	NaN	0	NaN	0
4/2/06	1000	12.94	38.49	2589.70	2	2313.30	2
4/2/06	1250	NaN	38.49	NaN	0	NaN	0
4/2/06	1500	12.94	38.49	2592.10	2	2305.50	2
4/2/06	2000	12.93	38.49	2591.60	2	2319.10	2
5/6/06	5	16.81	38.51	2588.00	2	2223.20	2
5/6/06	10	16.81	38.51	2595.50	2	2214.70	2
5/6/06	20	16.80	38.50	2582.70	2	2226.90	2
5/6/06	30	14.00	38.39	2593.90	2	2239.80	2
5/6/06	40	13.53	38.49	2588.90	2	2300.20	2
5/6/06	50	13.38	38.49	2588.70	2	2307.00	2
5/6/06	70	13.29	38.50	2580.90	2	2304.90	2
5/6/06	90	13.25	38.52	2582.30	2	2311.90	2
5/6/06	110	13.21	38.52	2590.80	2	2324.10	2
5/6/06	130	13.20	38.53	2590.60	2	2315.50	2
5/6/06	150	13.17	38.53	2613.60	2	2345.50	2
5/6/06	200	13.10	38.52	2591.90	2	2317.10	2
5/6/06	300	12.99	38.49	2591.80	2	2313.70	2
5/6/06	400	12.93	38.48	2589.50	2	2325.40	2
5/6/06	500	12.94	38.48	2591.40	2	2315.50	2
5/6/06	600	NaN	38.49	NaN	0	NaN	0
5/6/06	700	NaN	38.49	NaN	0	NaN	0
5/6/06	800	NaN	38.49	NaN	0	NaN	0
5/6/06	1000	12.95	38.49	2591.40	2	2318.40	2
5/6/06	1250	NaN	38.49	NaN	0	NaN	0
5/6/06	1500	12.94	38.49	2589.40	2	2319.10	2
5/6/06	2000	12.92	38.48	2584.60	2	2312.50	2
6/10/06	5	18.23	38.42	2583.70	2	2243.80	2
6/10/06	10	17.70	38.42	2585.60	2	2244.30	2
6/10/06	20	16.74	38.39	2581.50	2	2259.40	2
6/10/06	30	13.76	38.41	2583.70	2	2280.90	2
6/10/06	40	13.40	38.47	2587.60	2	2315.40	2
6/10/06	50	13.39	38.49	2592.70	2	2309.40	2
6/10/06	70	13.56	38.59	2599.90	2	2327.10	2
6/10/06	90	13.62	38.62	2601.10	2	2324.80	2
6/10/06	110	13.61	38.62	2601.20	2	2320.50	2
6/10/06	130	13.58	38.62	2602.30	2	2328.30	2
6/10/06	150	13.57	38.62	2601.80	2	2322.40	2
6/10/06	200	13.49	38.60	2600.30	2	2330.80	2
6/10/06	300	13.38	38.58	2596.70	2	2318.20	2
6/10/06	400	13.28	38.56	2596.50	2	2318.80	2
6/10/06	500	13.12	38.52	2591.80	2	2313.60	2
6/10/06	600	NaN	38.49	NaN	0	NaN	0
6/10/06	700	NaN	38.48	NaN	0	NaN	0
6/10/06	800	NaN	38.48	NaN	0	NaN	0
6/10/06	1000	12.95	38.49	2592.10	2	2320.50	2
6/10/06	1250	NaN	38.49	NaN	0	NaN	0
6/10/06	1500	12.94	38.49	2588.80	2	2314.50	2
6/10/06	2000	12.94	38.48	2589.90	2	2306.80	2
6/30/06	5	22.75	38.53	2583.2	2	2239.5	2
6/30/06	10	19.40	38.52	2579.7	2	2240.5	2
6/30/06	20	16.67	38.51	2580.2	2	2254.6	2
6/30/06	30	14.49	38.51	2583.9	2	2268.4	2
6/30/06	40	13.68	38.49	2583.9	2	2293.5	2
6/30/06	50	13.38	38.46	2583.8	2	2316.6	2
6/30/06	70	13.20	38.44	2582.7	2	2320.1	2
6/30/06	90	13.23	38.43	2588.1	2	2324.8	2
6/30/06	110	13.25	38.41	2589.7	2	2319.5	2
6/30/06	130	13.20	38.40	2590.8	2	2326.5	2
6/30/06	150	13.22	38.43	2590.0	2	2320.5	2
6/30/06	200	13.21	38.44	2591.3	2	2325.7	2
6/30/06	300	13.11	38.48	2591.8	2	2325.2	2
6/30/06	400	13.02	38.49	2594.0	2	2326.3	2
6/30/06	500	12.97	38.49	2591.3	2	2318.8	2
6/30/06	600	NaN	38.49	NaN	0	NaN	0
6/30/06	700	NaN	38.48	NaN	0	NaN	0
6/30/06	800	NaN	38.47	NaN	0	NaN	0
6/30/06	1000	12.95	38.48	2590.5	2	2321.9	2
6/30/06	1250	NaN	38.49	NaN	0	NaN	0
6/30/06	1500	12.94	38.50	2589.4	2	2322.0	2
6/30/06	2000	12.93	38.52	2591.6	2	2320.0	2
9/11/06	5	NaN	38.52	2583.0	2	2225.8	2
9/11/06	10	NaN	38.51	2582.8	2	2233.9	2
9/11/06	20	NaN	38.38	2581.4	2	2265.9	2
9/11/06	30	NaN	38.42	NaN	0	NaN	0
9/11/06	40	NaN	38.43	NaN	0	NaN	0
9/11/06	50	NaN	38.46	2583.7	2	2325.5	2
9/11/06	70	NaN	38.47	2577.9	2	2318.8	2
9/11/06	90	NaN	38.51	2586.2	2	2326.2	2
9/11/06	110	NaN	38.53	2589.4	2	2325.9	2
9/11/06	130	NaN	38.54	NaN	0	NaN	0
9/11/06	150	NaN	38.57	NaN	0	NaN	0
9/11/06	200	NaN	38.58	2589.2	2	2320.8	2
9/11/06	300	NaN	38.56	2594.7	2	2324.6	2
9/11/06	400	NaN	38.54	NaN	0	NaN	0
9/11/06	500	NaN	38.52	NaN	0	NaN	0
9/11/06	600	NaN	38.50	2590.2	2	2315.4	2
9/11/06	700	NaN	38.48	NaN	0	NaN	0
9/11/06	800	NaN	38.48	NaN	0	NaN	0
9/11/06	1000	NaN	38.48	NaN	0	NaN	0
9/11/06	1250	NaN	38.48	2586.9	2	2319.2	2
9/11/06	1500	NaN	38.48	2577.1	2	2309.6	2
9/11/06	2000	NaN	38.48	2586.3	2	2319.6	2
10/17/06	5	18.74	38.42	2580.2	2	2237.5	2
10/17/06	10	NaN	38.42	NaN	0	NaN	0
10/17/06	20	18.67	38.42	2579.1	2	2238.3	2
10/17/06	30	18.59	38.40	2580.2	2	2246.2	2
10/17/06	40	14.23	38.38	2579.6	2	2291.0	2
10/17/06	50	13.44	38.44	2582.5	2	2318.3	2
10/17/06	70	13.26	38.46	2582.8	2	2324.4	2
10/17/06	90	13.24	38.49	2585.4	2	2322.5	2
10/17/06	110	13.29	38.51	2588.5	2	2326.4	2
10/17/06	130	13.27	38.52	2589.7	2	2325.5	2
10/17/06	150	13.29	38.54	2590.8	2	2327.4	2
10/17/06	200	13.27	38.54	2591.4	2	2324.7	2
10/17/06	300	13.21	38.54	2591.1	2	2325.9	2
10/17/06	400	NaN	38.53	NaN	0	NaN	0
10/17/06	500	NaN	38.50	NaN	0	NaN	0
10/17/06	600	12.99	38.49	2589.5	2	2314.9	2
10/17/06	700	12.96	38.48	2589.3	2	2320.8	2
10/17/06	800	12.93	38.48	2587.1	2	2318.4	2
10/17/06	1000	12.94	38.48	2588.8	2	2321.0	2
10/17/06	1250	NaN	38.48	NaN	0	NaN	0
10/17/06	1500	NaN	38.48	NaN	0	NaN	0
10/17/06	2000	NaN	38.48	2587.7	2	2318.7	2
11/5/06	5	NaN	NaN	NaN	0	NaN	0
11/5/06	10	NaN	NaN	NaN	0	NaN	0
11/5/06	20	NaN	NaN	NaN	0	NaN	0
11/5/06	30	NaN	NaN	NaN	0	NaN	0
11/5/06	40	NaN	NaN	NaN	0	NaN	0
11/5/06	50	13.33	38.40	2576.5	2	2303.8	2
11/5/06	70	NaN	NaN	NaN	0	NaN	0
11/5/06	90	NaN	NaN	NaN	0	NaN	0
11/5/06	110	13.29	38.50	2586.0	2	2323.4	2
11/5/06	130	NaN	NaN	NaN	0	NaN	0
11/5/06	150	NaN	NaN	NaN	0	NaN	0
11/5/06	200	13.27	38.54	2584.9	2	2322.8	2
11/5/06	300	13.31	38.56	2604.9	2	2338.0	2
11/5/06	400	NaN	NaN	NaN	0	NaN	0
11/5/06	500	13.09	38.51	2589.8	2	2319.1	2
11/5/06	600	NaN	NaN	NaN	0	NaN	0
11/5/06	700	12.96	38.48	2587.9	2	2318.9	2
11/5/06	800	12.93	38.47	2587.0	2	2316.0	2
11/5/06	1000	12.92	38.47	2587.3	2	2316.5	2
11/5/06	1250	12.94	38.48	2587.3	2	2316.6	2
11/5/06	1500	NaN	38.48	2587.1	2	2315.7	2
11/5/06	2000	NaN	38.48	2587.3	2	2317.4	2
12/12/06	5	14.72	38.34	2568.1	2	2269.4	2
12/12/06	10	14.66	38.35	2570.5	2	2273.0	2
12/12/06	20	14.50	38.37	2570.9	2	2283.0	2
12/12/06	30	13.56	38.46	2567.0	2	2308.6	2
12/12/06	40	13.28	38.49	2576.2	2	2323.6	2
12/12/06	50	13.26	38.50	2562.9	3	2300.9	3
12/12/06	70	13.26	38.51	2561.5	3	2298.2	3
12/12/06	90	13.28	38.53	2595.4	2	2339.4	2
12/12/06	110	13.29	38.54	2592.2	2	2333.8	2
12/12/06	130	13.31	38.55	2594.5	2	2336.5	2
12/12/06	150	13.28	38.55	2597.9	2	2338.9	2
12/12/06	200	13.31	38.57	2600.7	2	2336.1	2
12/12/06	300	13.24	38.56	2599.2	2	2335.2	2
12/12/06	400	13.16	38.54	2599.9	2	2337.5	2
12/12/06	500	13.06	38.52	2594.7	2	2333.4	2
12/12/06	600	NaN	38.50	NaN	0	NaN	0
12/12/06	700	NaN	38.49	NaN	0	NaN	0
12/12/06	800	NaN	38.49	NaN	0	NaN	0
12/12/06	1000	12.94	38.49	2591.0	2	2329.0	2
12/12/06	1250	NaN	38.49	NaN	0	NaN	0
12/12/06	1500	12.93	38.49	2593.5	2	2329.4	2
12/12/06	2000	12.91	38.49	2591.8	2	2328.1	2
1/22/07	5	NaN	38.17	2555.3	2	2260.2	2
1/22/07	10	14.031	38.17	2554.0	2	2259.6	2
1/22/07	20	13.963	38.18	2557.7	2	2265.2	2
1/22/07	30	13.852	38.28	2568.5	2	2292.0	2
1/22/07	40	13.407	38.43	2582.0	2	2324.4	2
1/22/07	50	13.369	38.46	2582.3	2	2326.9	2
1/22/07	70	13.317	38.51	2586.0	2	2329.4	2
1/22/07	90	13.291	38.52	2589.4	2	2332.2	2
1/22/07	110	13.259	38.50	2586.5	2	2330.9	2
1/22/07	130	13.255	38.51	2588.4	2	2332.1	2
1/22/07	150	13.257	38.53	2589.3	2	2332.4	2
1/22/07	200	13.263	38.55	2594.4	2	2328.0	2
1/22/07	300	13.264	38.56	2597.2	2	2331.7	2
1/22/07	400	13.245	38.55	2594.9	2	2328	2
1/22/07	500	13.187	38.54	2593.9	2	2328.7	2
1/22/07	1000	12.962	38.48	2589.7	2	2326.5	2
1/22/07	1500	12.932	38.48	2586.7	2	2321.9	2
1/22/07	2000	12.911	38.48	2586.5	2	2320.7	2
5/31/07	5	NaN	37.89	2534.30	2	2220.20	2
5/31/07	10	17.889	37.89	2549.40	2	2238.80	2
5/31/07	20	13.969	38.38	2579.90	2	2302.40	2
5/31/07	30	13.297	38.42	2585.20	2	2326.60	2
5/31/07	40	13.304	38.45	2583.80	2	2322.20	2
5/31/07	50	13.285	38.46	2587.90	2	2320.00	2
5/31/07	70	13.178	38.46	2581.50	2	2315.80	2
5/31/07	90	13.171	38.45	2588.10	2	2321.00	2
