# File compiled in Jan 2016 using the file DYFAMED_AT-CT_1998-2013.xlsx provided by L. Coppola in March 2014
#Alkalinity and DIC at DYFAMED from 1998 to 2000 (Copin et al.)							
#Flag 0 and 9 : no measurement, flag 2 : good data, flag 3 : questionnable data, flag 4 : not good data
#Date	pressure (db)	pot. Temp (degC)	salinity 	TA(µmol/kg)	QF	TCO2(µmol/kg)	QF
date	pressure	temp	salinity	AT	QF_AT	CT	QF_CT
5/31/07	110	13.263	38.50	2591.60	2	2320.50	2
5/31/07	130	13.270	38.51	2593.10	2	2328.10	2
5/31/07	150	13.218	38.50	2589.40	2	2326.30	2
5/31/07	200	13.464	38.59	2600.60	2	2334.50	2
5/31/07	300	NaN	38.58	2599.20	2	2333.20	2
5/31/07	400	NaN	38.55	2604.80	2	2340.30	2
5/31/07	500	NaN	38.53	2608.70	2	2345.60	2
5/31/07	1000	NaN	38.48	2590.80	2	2321.00	2
5/31/07	1500	NaN	38.48	2602.80	2	2339.50	2
5/31/07	2000	NaN	38.48	2592.80	2	2330.00	2
6/25/07	5	20.183	38.29	2567.60	2	2227.80	2
6/25/07	10	20.119	38.29	2565.90	2	2235.80	2
6/25/07	20	15.729	38.34	2575.90	2	2279.90	2
6/25/07	30	14.052	38.37	2574.00	2	2291.90	2
6/25/07	40	13.272	38.38	2578.50	2	2311.50	2
6/25/07	50	13.214	38.38	2578.50	2	2315.60	2
6/25/07	70	13.240	38.43	2594.80	2	2340.40	2
6/25/07	90	13.208	38.48	2580.00	2	2317.90	2
6/25/07	110	13.233	38.48	2588.00	2	2333.60	2
6/25/07	130	13.292	38.51	2587.40	2	2325.90	2
6/25/07	150	13.292	38.51	2589.60	2	2326.90	2
6/25/07	200	13.393	38.55	2603.00	2	2346.30	2
6/25/07	300	13.347	38.57	2592.50	2	2330.40	2
6/25/07	400	13.289	38.56	2600.00	2	2333.90	2
6/25/07	500	13.226	38.54	2599.40	2	2333.00	2
6/25/07	1000	12.943	38.48	2606.50	2	2345.10	2
6/25/07	1500	12.924	38.48	2587.50	2	2319.50	2
6/25/07	2000	12.923	38.48	2588.70	2	2320.80	2
7/17/07	5	22.002	38.31	2564.4	2	2226.3	2
7/17/07	10	20.181	38.34	2567.1	2	2230.1	2
7/17/07	20	18.934	38.30	2563.7	2	2241.6	2
7/17/07	30	15.118	38.23	2563.5	2	2276.2	2
7/17/07	40	13.567	38.26	2563.9	2	2308.9	2
7/17/07	50	13.345	38.29	2568.9	2	2311.4	2
7/17/07	70	13.311	38.37	2573.7	2	2311.3	2
7/17/07	90	13.253	38.41	2577.5	2	2316.7	2
7/17/07	110	13.238	38.44	2578.8	2	2316.7	2
7/17/07	130	NaN	38.46	2579.2	2	2307.9	2
7/17/07	150	13.271	38.47	2584.8	2	2323.5	2
7/17/07	200	13.240	38.53	2591.5	2	2322.1	2
7/17/07	300	13.310	38.58	2594.0	2	2329.9	2
7/17/07	400	13.316	38.57	2597.2	2	2334.0	2
7/17/07	500	13.244	38.55	2594.8	2	2326.6	2
7/17/07	1000	12.961	38.48	2589.2	2	2325.7	2
7/17/07	1500	12.920	38.47	2586.4	2	2316.6	2
7/17/07	2000	12.922	38.48	2586.7	2	2320.3	2
9/2/07	10	18.648	38.3033	2575.8	2	2257.7	2
9/2/07	20	14.767	38.3665	2583.8	2	2281.9	2
9/2/07	40	13.394	38.4337	2592.6	2	2344.4	2
9/2/07	60	13.201	38.4632	2588.3	2	2327.8	2
9/2/07	80	13.199	38.4759	2590.1	2	2330.3	2
9/2/07	100	13.206	38.4905	2592.4	2	2333.1	2
9/2/07	200	13.311	38.5528	2599.3	2	2331.0	2
9/2/07	500	13.127	38.5218	2596.9	2	2326.0	2
9/2/07	700	13.008	38.4923	2594.1	2	2325.8	2
9/2/07	1000	NaN	38.3151	2593.9	2	2325.2	2
9/2/07	1500	12.926	38.4757	2593.2	2	2322.2	2
9/2/07	2000	12.915	38.4758	2593.7	2	2323.5	2
10/6/07	10	19.078	38.3093	2569.3	2	2240.3	2
10/6/07	20	18.536	38.267	2571.7	2	2254.9	2
10/6/07	40	13.704	38.3691	2580.3	2	2298.2	2
10/6/07	60	13.271	38.409	2584.5	2	2330.8	2
10/6/07	80	13.229	38.4401	2586.8	2	2329.3	2
10/6/07	100	13.246	38.4672	2589.6	2	2332.7	2
10/6/07	200	13.351	38.5475	2598.0	2	2334.1	2
10/6/07	500	13.207	38.5402	2600.4	2	2331.3	2
10/6/07	700	13.078	38.509	2599.1	2	2329.5	2
10/6/07	1000	NaN	38.4767	2594.8	2	2327.5	2
10/6/07	1500	12.906	38.4696	2594.0	2	2325.6	2
10/6/07	2000	12.925	38.4784	2593.8	2	2324.0	2
11/5/07	10	17.878	38.089	2547.90	2	2217.5	2
11/5/07	20	17.817	38.0869	2547.50	2	2220.1	2
11/5/07	40	16.723	38.0213	2542.10	2	2236.2	2
11/5/07	60	14.611	38.0194	2552.80	2	2272.4	2
11/5/07	80	13.788	38.2141	2568.70	2	2301.3	2
11/5/07	100	13.466	38.2776	2572.10	2	2311.7	2
11/5/07	200	13.281	38.4947	2591.50	2	2330.8	2
11/5/07	500	13.257	38.5516	2600.10	2	2331.8	2
11/5/07	700	13.108	38.5158	2597.60	2	2328.5	2
11/5/07	1000	NaN	38.4766	NaN	0	NaN	0
11/5/07	1500	12.906	38.4685	2592.80	2	2323.7	2
11/5/07	2000	12.925	38.4786	2593.40	2	2323.7	2
12/14/07	10	14.159	38.1646	2552.3	2	2257.5	2
12/14/07	20	14.107	38.1661	2554.7	2	2261.0	2
12/14/07	40	13.934	38.2159	2563.2	2	2292.3	2
12/14/07	60	NaN	38.2872	NaN	0	NaN	0
12/14/07	80	13.348	38.3557	2574.2	2	2316.1	2
12/14/07	100	13.356	38.4183	2580.6	2	2321.1	2
12/14/07	200	13.261	38.4909	2587.6	2	2326.1	2
12/14/07	500	13.277	38.5556	2600.9	2	2331.6	2
12/14/07	700	13.128	38.5196	2593.3	2	2323.6	2
12/14/07	1000	12.963	38.4799	2590.4	2	2321.8	2
12/14/07	1500	12.896	38.4635	2590.2	2	2318.4	2
12/14/07	2000	12.925	38.4765	2590.1	2	2319.6	2
1/20/08	10	13.199	38.10	2558.1	2	2276.8	2
1/20/08	20	13.247	38.08	2562.6	2	2283.8	2
1/20/08	40	13.094	38.18	2560.0	2	2281.5	2
1/20/08	60	NaN	38.37	NaN	0	NaN	0
1/20/08	80	12.939	38.56	2560.7	2	2284.2	2
1/20/08	100	13.156	38.35	2572.7	2	2305.4	2
1/20/08	200	13.081	38.65	2583.3	2	2314.2	2
1/20/08	500	13.257	38.56	2595.4	2	2325.6	2
1/20/08	700	NaN	38.52	NaN	0	NaN	0
1/20/08	1000	NaN	38.49	NaN	0	NaN	0
1/20/08	1500	12.876	38.47	2589.3	2	2318.5	2
1/20/08	2000	12.906	38.48	2589.1	2	2318.6	2
2/15/08	10	13.129	38.23	2561.5	2	2279.8	2
2/15/08	20	13.414	38.27	2563.0	2	2278.7	2
2/15/08	40	13.171	38.42	2577.2	2	2309.6	2
2/15/08	60	13.279	38.38	2576.8	2	2297.0	2
2/15/08	80	NaN	38.42	2578.8	2	2312.3	2
2/15/08	100	NaN	38.39	2576.0	2	2304.4	2
2/15/08	200	NaN	38.53	2591.9	2	2327.2	2
2/15/08	500	13.267	38.55	2593.8	2	2322.3	2
2/15/08	700	13.118	38.52	2597.9	2	2325.6	2
2/15/08	1000	12.963	38.48	2590.0	2	2321.9	2
2/15/08	1500	12.896	38.46	2585.8	2	2315.6	2
2/15/08	2000	12.915	38.48	2588.3	2	2320.1	2
4/15/08	0	13.890	38.29	2560.7	2	2271.2	2
4/15/08	9	13.609	38.29	2564.5	2	2271.7	2
4/15/08	15	13.568	38.29	2564.9	2	2269.1	2
4/15/08	47	13.153	38.44	2580.1	2	2315.1	2
4/15/08	98	13.346	38.54	2589.0	2	2333.8	2
4/15/08	198	13.431	38.58	2592.3	2	2335.3	2
4/15/08	404	13.291	38.56	2595.6	2	2333.1	2
4/15/08	598	13.133	38.52	2583.3	2	2331.5	2
4/15/08	998	12.963	38.48	2591.1	2	2330.1	2
4/15/08	1499	12.896	38.47	2581.5	2	2324.8	2
4/15/08	1955	12.913	38.47	2584.2	2	2326.0	2
5/3/08	10	15.438	38.25	2576.6	2	2269.9	2
5/3/08	20	14.117	38.37	2580.5	2	2284.1	2
5/3/08	39	13.394	38.46	2582.5	2	2316.9	2
5/3/08	60	13.371	38.48	2588.7	2	2326.6	2
5/3/08	79	13.308	38.48	2588.9	2	2330.5	2
5/3/08	100	13.326	38.51	2593.2	2	2337.7	2
5/3/08	200	13.221	38.52	2594.8	2	2337.0	2
5/3/08	500	13.227	38.54	2598.9	2	2334.1	2
5/3/08	702	13.098	38.51	2594.6	2	2331.0	2
5/3/08	1001	12.943	38.48	2593.4	2	2331.9	2
5/3/08	1499	12.886	38.46	2590.4	2	2329.6	2
5/3/08	1999	12.906	38.47	2589.4	2	2327.5	2
7/12/08	10	NaN	38.32	2578.0	2	2252.4	2
7/12/08	20	14.487	38.40	2580.3	2	2277.5	2
7/12/08	40	13.384	38.42	2581.9	2	2321.6	2
7/12/08	60	13.261	38.46	2585.7	2	2329.1	2
7/12/08	81	13.218	38.47	2584.6	2	2329.2	2
7/12/08	100	13.216	38.49	2592.3	2	2334.6	2
7/12/08	200	13.291	38.54	2592.9	2	2332.8	2
7/12/08	500	13.247	38.55	2597.3	2	2333.5	2
7/12/08	700	13.098	38.52	2595.9	2	2330.5	2
7/12/08	986	12.965	38.46	2591.0	2	2328.2	2
7/12/08	1499	12.876	38.47	2587.1	2	2325.3	2
7/12/08	1999	12.906	38.47	2590.3	2	2327.7	2
8/22/08	10	17.898	38.36	2586.5	2	2237.8	2
8/22/08	20	14.407	38.43	2582.9	2	2288.8	2
8/22/08	40	13.304	38.44	2582.6	2	2326.5	2
8/22/08	60	13.261	38.47	2583.4	2	2335.2	2
8/22/08	100	13.246	38.50	2585.4	2	2322.8	2
8/22/08	200	13.321	38.55	2592.4	2	2336.8	2
8/22/08	500	13.217	38.55	2593.1	2	2318.4	2
8/22/08	700	13.088	38.52	2592.6	2	2326.0	2
8/22/08	1000	12.956	38.48	2588.5	2	2325.6	2
8/22/08	1500	12.891	38.47	2586.5	2	2314.3	2
8/22/08	2000	12.906	38.48	2585.8	2	2317.1	2
9/11/08	10	23.098	38.55	2582.8	2	2239.7	2
9/11/08	20	14.677	38.36	2587.4	2	2274.4	2
9/11/08	40	NaN	38.40	NaN	0	NaN	0
9/11/08	60	13.252	38.44	2582.0	2	2326.8	2
9/11/08	80	13.239	38.48	2585.1	2	2329.0	2
9/11/08	100	13.266	38.51	2589.2	2	2328.2	2
9/11/08	200	13.292	38.54	2595.9	2	2319.7	2
9/11/08	500	13.198	38.54	2597.3	2	2326.0	2
9/11/08	700	13.088	38.51	2593.9	2	2322.8	2
9/11/08	1000	NaN	38.48	2591.5	2	2321.7	2
9/11/08	1500	12.874	38.46	2590.4	2	2320.7	2
9/11/08	2000	12.913	38.48	2588.7	2	2317.5	2
10/12/08	10	18.948	38.46	2570.3	2	2294.0	2
10/12/08	20	18.766	38.43	2585.8	2	2269.8	2
10/12/08	40	13.414	38.47	2587.1	2	2343.3	2
10/12/08	60	13.301	38.49	2587.3	2	2337.4	2
10/12/08	80	13.279	38.51	2589.2	2	2334.1	2
10/12/08	100	NaN	38.53	2590.8	2	2332.0	2
10/12/08	200	13.311	38.55	2594.7	2	2319.1	2
10/12/08	500	13.227	38.55	2595.8	2	2330.5	2
10/12/08	700	13.077	38.51	2592.1	2	2323.8	2
10/12/08	1000	NaN	38.48	2590.0	2	2316.5	2
10/12/08	1500	12.893	38.47	2588.5	2	2315.8	2
10/12/08	2000	12.901	38.48	2589.5	2	2323.9	2
11/19/08	10	15.638	38.26	2569.6	2	2259.2	2
11/19/08	20	15.257	38.32	2573.8	2	2264.0	2
11/19/08	40	15.204	38.33	2577.4	2	2271.3	2
11/19/08	60	NaN	38.33	NaN	0	NaN	0
11/19/08	80	13.718	38.42	2578.7	2	2305.8	2
11/19/08	100	13.295	38.48	2586.7	2	2325.2	2
11/19/08	200	13.401	38.55	2596.0	2	2326.5	2
11/19/08	500	13.277	38.56	2598.2	2	2306.5	2
11/19/08	700	NaN	38.52	2593.9	2	2308.3	2
11/19/08	1000	12.984	38.49	2591.7	2	2322.2	2
11/19/08	1500	12.877	38.46	2590.4	2	2322.8	2
11/19/08	2000	12.906	38.48	2590.2	2	2322.6	2
1/21/09	10	14.406	38.054	2548.2	2	2240.5	2
1/21/09	20	14.403	38.054	2551.3	2	2242.6	2
1/21/09	40	14.374	38.054	2549.8	2	2244.4	2
1/21/09	60	14.273	38.054	2550.1	2	2249.0	2
1/21/09	80	14.185	38.091	2553.2	2	2251.2	2
1/21/09	100	13.898	38.134	2548.7	2	2252.6	2
1/21/09	200	13.515	38.463	2578.7	2	2308.9	2
1/21/09	500	NaN	38.592	2599.1	2	2329.8	2
1/21/09	700	13.281	38.557	2597.4	2	2330.1	2
1/21/09	1000	13.086	38.51	2587.9	2	2328.8	2
1/21/09	2000	NaN	38.475	2590.2	2	2324.2	2
3/13/09	10	13.092	38.334	2573.6	2	2290.3	2
3/13/09	20	13.061	38.366	2579.2	2	2294.3	2
3/13/09	40	13.013	38.428	2582.5	2	2303.1	2
3/13/09	60	13.028	38.457	2584.0	2	2310.0	2
3/13/09	80	13.106	38.457	2585.0	2	2317.9	2
3/13/09	100	13.144	38.474	2586.6	2	2320.4	2
3/13/09	200	13.317	38.543	2591.9	2	2327.9	2
3/13/09	500	13.287	NaN	NaN	0	NaN	0
3/13/09	700	NaN	38.561	2597.8	2	2330.7	2
3/13/09	1000	13.011	38.497	2590.8	2	2322.7	2
3/13/09	1500	12.893	38.468	2591.3	2	2321.9	2
3/13/09	2000	12.903	38.476	2590.3	2	2319.9	2
4/13/09	10	14.412	38.11	2554.0	2	2252.6	2
4/13/09	20	13.554	38.166	2562.0	2	2261.9	2
4/13/09	40	13.222	38.264	2564.9	2	2289.4	2
4/13/09	60	13.231	38.322	2570.1	2	2296.6	2
4/13/09	80	13.209	38.347	2572.7	2	2301.5	2
4/13/09	100	13.245	38.384	2577.0	2	2311.9	2
4/13/09	200	13.324	38.5	2587.4	2	2322.2	2
4/13/09	500	13.444	38.592	2599.7	2	2329.9	2
4/13/09	700	13.302	38.57	2598.1	2	2327.7	2
4/13/09	1000	13.077	38.515	2588.2	2	2322.8	2
4/13/09	1500	12.917	38.476	2589.7	2	2322.8	2
4/13/09	2000	12.902	38.478	2585.0	2	2321.0	2
5/18/09	10	17.375	38.1	2554.7	2	2259.9	2
5/18/09	20	14.850	38.17	2559.4	2	2262.5	2
5/18/09	40	13.340	38.252	2563.8	2	2284.8	2
5/18/09	60	13.237	38.357	2565.5	2	2308.6	2
5/18/09	80	13.356	38.41	2579.7	2	2314.5	2
5/18/09	100	13.238	38.41	2571.0	2	2317.7	2
5/18/09	200	13.283	38.5	2586.6	2	2328.5	2
5/18/09	500	13.387	38.59	2596.5	2	2332.3	2
5/18/09	700	13.211	38.55	2595.4	2	2329.7	2
5/18/09	1000	13.015	38.51	2593.4	2	2328.0	2
5/18/09	1500	12.895	38.47	2592.0	2	2325.5	2
5/18/09	2000	12.901	38.48	2587.7	2	2324.3	2
7/17/09	10	22.997	38.2	2559.5	2	2232.8	2
7/17/09	20	14.904	38.28	2570.2	2	2255.9	2
7/17/09	40	13.376	38.4	2573.5	2	2319.0	2
7/17/09	60	13.252	38.43	2580.5	2	2326.0	2
7/17/09	80	13.226	38.44	2580.7	2	2326.0	2
7/17/09	100	13.295	38.47	2583.0	2	2328.8	2
7/17/09	200	13.402	38.56	2596.5	2	2336.8	2
7/17/09	500	13.333	38.58	2596.9	2	2334.5	2
7/17/09	700	13.179	38.54	2595.8	2	2333.9	2
7/17/09	1000	12.997	NaN	NaN	0	NaN	0
7/17/09	1500	12.876	38.469	2587.6	2	2320.4	2
7/17/09	2000	12.901	38.48	2586.5	2	2327.3	2
2/15/10	10	12.93	38.35	2573.1	2	2296.6	2
2/15/10	20	12.91	38.39	2575.0	2	2308.6	2
2/15/10	40	12.93	38.40	2579.8	2	2312.2	2
2/15/10	60	12.95	38.41	2579.4	2	2312.3	2
2/15/10	80	12.99	38.43	2582.7	2	2312.0	2
2/15/10	100	12.98	38.43	2580.7	2	2314.2	2
2/15/10	200	12.99	38.44	2581.2	2	2311.7	2
2/15/10	500	13.41	38.60	2600.2	2	2329.3	2
2/15/10	700	13.24	38.56	2598.5	2	2327.2	2
2/15/10	1000	13.02	38.51	2593.4	2	2323.6	2
5/11/10	10	16.46	37.78	2555.9	2	2246.7	2
5/11/10	20	14.10	38.25	2572.6	2	2277.0	2
5/11/10	40	13.50	38.36	2578.4	2	2302.4	2
5/11/10	60	13.26	38.39	2580.6	2	2314.1	2
5/11/10	80	13.24	38.41	2584.4	2	2310.2	2
5/11/10	100	13.37	38.47	2587.7	2	2319.1	2
5/11/10	200	13.29	38.50	2592.9	2	2328.9	2
5/11/10	500	13.29	38.53	2595.9	2	2330.3	2
5/11/10	700	13.21	38.52	2596.4	2	2329.2	2
5/11/10	1000	13.03	38.47	2590.9	2	2325.6	2
5/11/10	1500	12.88	38.44	2588.4	2	2323.3	2
5/11/10	2000	12.89	38.45	2595.9	2	2331.0	2
6/13/10	10	16.83	38.15	2560.8	2	2238.6	2
6/13/10	20	13.81	38.07	2551.9	2	2251.8	2
6/13/10	40	13.07	38.11	2554.1	2	2285.6	2
6/13/10	60	13.15	38.21	2564.6	2	2295.0	2
6/13/10	80	13.15	38.26	2569.3	2	2304.4	2
6/13/10	100	13.13	38.30	2572.9	2	2307.1	2
6/13/10	200	13.42	38.51	2594.9	2	2331.8	2
6/13/10	500	13.39	38.55	2601.0	2	2327.8	2
6/13/10	700	13.25	38.52	2597.4	2	2330.6	2
6/13/10	1000	13.08	38.48	2594.1	2	2329.4	2
6/13/10	1500	12.88	38.43	2589.4	2	2327.6	2
6/13/10	2000	12.89	38.44	2591.2	2	2325.3	2
7/13/10	50	13.53	38.35	2580.6	2	2304.7	2
7/13/10	70	13.32	38.40	2583.0	2	2313.3	2
7/13/10	100	13.30	38.46	2589.3	2	2325.4	2
7/13/10	200	13.32	38.52	2593.9	2	2327.9	2
7/13/10	500	13.27	38.52	2599.2	2	2322.1	2
7/13/10	700	13.18	38.50	2595.7	2	2325.3	2
7/13/10	1000	13.02	38.46	2592.8	2	2324.1	2
7/13/10	1500	12.88	38.43	2591.1	2	2323.5	2
7/13/10	2000	12.89	38.44	2588.8	2	2326.9	2
9/4/10	10	22.49	38.31	2569.3	2	2224	2
9/4/10	30	15.08	38.27	2573.4	2	2269.9	2
9/4/10	45	13.53	38.34	2579.4	2	2315.6	2
9/4/10	61	13.29	38.37	2580.4	2	2327.1	2
9/4/10	81	13.29	38.41	2585.3	2	2328.4	2
9/4/10	101	13.29	38.44	2586.6	2	2331.5	2
9/4/10	202	13.48	38.55	2600.5	2	2336.5	2
9/4/10	503	13.30	38.53	2598	2	2335.9	2
9/4/10	707	13.19	38.51	2596.9	2	2328.9	2
9/4/10	1011	13.02	38.46	2594.4	2	2325.9	2
9/4/10	1518	12.88	38.43	2591.1	2	2321.6	2
9/4/10	2026	12.89	38.44	2592.3	2	2329.5	2
10/23/10	10	17.22	38.24	2596.4	2	2335.3	2
10/23/10	31	16.95	38.23	2592.6	2	2336	2
10/23/10	46	13.94	38.10	2571.6	2	2320	2
10/23/10	76	13.42	38.25	2570	2	2315.3	2
10/23/10	101	13.33	38.32	2554.3	2	2286.8	2
10/23/10	202	13.40	38.50	2568.2	2	2244.7	2
10/23/10	305	13.37	38.53	2567.2	2	2245.8	2
10/23/10	404	13.34	38.53	2594.5	2	2329.3	2
10/23/10	759	13.17	38.50	2590.3	2	2325.8	2
10/23/10	1011	13.00	38.46	2595.6	2	2329.2	2
10/23/10	1518	12.88	38.43	2597.3	2	2330.6	2
10/23/10	2027	12.89	38.44	2598	2	2333.8	2
11/14/10	10	15.79	38.08	2554.3	2	2245.4	2
11/14/10	20	15.48	38.10	2556.5	2	2251.8	2
11/14/10	30	13.58	38.20	NaN	0	NaN	0
11/14/10	51	13.42	38.27	2567.3	2	2313.3	2
11/14/10	71	13.35	38.31	2573.5	2	2316.5	2
11/14/10	101	13.38	38.39	2580.5	2	2322.1	2
11/14/10	203	13.44	38.50	2568.9	2	2300.7	2
11/14/10	506	13.33	38.53	NaN	0	NaN	0
11/14/10	708	13.23	38.51	2598	2	2329.7	2
11/14/10	1011	13.06	38.47	2594.6	2	2328.3	2
11/14/10	1517	12.89	38.43	2592.2	2	2325.6	2
11/14/10	2026	12.90	38.44	2591.9	2	2328	2
12/14/10	6	13.89	38.11	2557.3	2	2269.8	2
12/14/10	21	13.82	38.12	2558.3	2	2275.8	2
12/14/10	51	13.73	38.14	2562.5	2	2280.9	2
12/14/10	74	13.72	38.25	NaN	0	NaN	0
12/14/10	102	13.44	38.30	2572	2	2315.6	2
12/14/10	204	13.48	38.47	2588.1	2	2330.9	2
12/14/10	305	13.49	38.53	2596.5	2	2337.8	2
12/14/10	505	13.35	38.54	2598.9	2	2334.8	2
12/14/10	757	13.21	38.51	2598.1	2	2331.6	2
12/14/10	1006	13.06	38.47	2594.3	2	2327.7	2
12/14/10	1516	12.88	38.43	2591.1	2	2325.1	2
12/14/10	2030	12.89	38.44	2592.5	2	2326.5	2
5/20/11	15	18.128	38.10	2559.3	2	2249.8	2
5/20/11	45	13.480	38.23	2564.4	2	2305.5	2
5/20/11	85	13.435	38.41	2580.5	2	2322.4	2
5/20/11	160	13.405	38.52	2596.1	2	2334.5	2
5/20/11	220	13.602	38.61	2608.1	2	2341.2	2
5/20/11	270	13.551	38.60	2600.5	2	2335.1	2
5/20/11	350	13.474	38.60	2606.2	2	2339.2	2
5/20/11	500	13.372	38.58	2603.8	2	2337.2	2
5/20/11	700	13.242	38.55	2599.2	2	2330.7	2
5/20/11	1000	13.037	38.50	2595.7	2	2328.8	2
5/20/11	1500	12.893	38.47	2596.7	2	2327.6	2
5/20/11	2000	12.895	38.47	2596.8	2	2329.1	2
6/15/11	10	20.081	38.14	2564.3	2	2242.3	2
6/15/11	30	13.596	38.27	2577.9	2	2282.1	2
6/15/11	50	13.121	38.34	2584.2	2	2326.8	2
6/15/11	80	13.500	38.50	2595.7	2	2332.6	2
6/15/11	150	13.341	38.52	2593.0	2	2334.1	2
6/15/11	300	13.427	38.58	2607.0	2	2334.2	2
6/15/11	500	NaN	38.59	2607.6	2	2334.7	2
6/15/11	700	13.250	38.55	2612.6	2	2337.9	2
6/15/11	1000	13.066	38.51	2595.8	2	2329.8	2
6/15/11	1500	12.893	38.46	2599.1	2	2333.3	2
6/15/11	2000	12.895	38.47	2589.8	2	2321.3	2
8/13/11	4	22.308	38.25	2570.4	2	2242.4	2
8/13/11	10	22.116	38.24	2567.3	2	2238.2	2
8/13/11	30	14.244	38.21	2570.5	2	2272.4	2
8/13/11	50	13.413	38.27	2572.7	2	2307.9	2
8/13/11	100	13.251	38.41	2581.7	2	2327.0	2
8/13/11	200	13.367	38.53	2601.4	2	2341.9	2
8/13/11	400	13.433	38.59	2603.0	2	2336.1	2
8/13/11	500	13.364	38.58	2600.3	2	2338.8	2
8/13/11	700	13.235	38.55	2599.9	2	2336.7	2
8/13/11	1000	13.060	38.51	2598.5	2	2332.2	2
8/13/11	1500	12.905	38.47	2594.7	2	2330.2	2
8/13/11	2000	12.893	38.47	2591.4	2	2332.5	2
9/16/11	5	23.787	38.27	2559.2	2	2225.0	2
9/16/11	10	23.469	38.25	2561.2	2	2226.3	2
9/16/11	30	15.303	38.18	NaN	0	NaN	0
9/16/11	50	13.478	38.22	2562.9	2	2298.3	2
9/16/11	100	13.221	38.35	2577.6	2	2322.1	2
9/16/11	200	13.481	38.55	NaN	0	NaN	0
9/16/11	300	13.509	38.60	2609.8	2	2343.6	2
9/16/11	500	13.391	38.59	2605.8	2	2337.0	2
9/16/11	1000	13.026	38.50	2604.3	2	2334.0	2
9/16/11	1500	12.891	38.47	2595.3	2	2329.2	2
9/16/11	2000	12.891	38.47	2594.6	2	2328.1	2
1/24/12	60	13.05	38.306	2568.5	2	2284.9	2
1/24/12	80	13.05	38.313	2573.5	2	2292.3	2
1/24/12	120	13.07	38.417	2573.4	2	2293.1	2
1/24/12	200	13.39	38.536	2598.3	2	2338.4	2
1/24/12	400	13.45	38.597	2606.8	2	2339.1	2
1/24/12	600	13.29	38.57	2603.6	2	2333.3	2
1/24/12	800	13.12	38.528	2601.0	2	2332.1	2
1/24/12	2000	12.89	38.474	2596.6	2	2325.2	2
2/14/12	11	13.17	38.241	2575.4	2	2299.0	2
2/14/12	31	13.14	38.261	2571.0	2	2290.8	2
2/14/12	51	13.21	38.211	2577.4	2	2304.2	2
2/14/12	82	13.00	38.308	2569.2	2	2286.9	2
2/14/12	122	13.00	38.32	2576.2	2	2299.1	2
2/14/12	203	13.21	38.403	2584.0	2	2316.7	2
2/14/12	300	13.05	38.434	2586.2	2	2317.8	2
2/14/12	502	13.15	38.551	2593.8	2	2325.8	2
2/14/12	809	13.30	38.55	2603.7	2	2332.4	2
2/14/12	1010	13.13	38.523	2600.2	2	2329.1	2
2/14/12	1520	12.90	38.468	2597.5	2	2329.7	2
2/14/12	2026	12.89	38.474	2596.4	2	2325.7	2
7/28/12	9	21.49	38.33	2572.4	2	2254.5	2
7/28/12	29	16.02	38.24	2569.4	2	2276.3	2
7/28/12	59	13.54	38.27	2571.3	2	2310.3	2
7/28/12	102	13.39	38.41	2587.6	2	2334.2	2
7/28/12	407	13.43	38.59	2603.6	2	2342.4	2
7/28/12	509	13.28	38.56	2600.1	2	2342.4	2
7/28/12	1021	13.03	38.51	2597.9	2	2335.4	2
7/28/12	1535	12.90	38.47	2594.6	2	2330.9	2
7/28/12	2226	12.90	38.48	2594.3	2	2339.7	2
7/28/12	2342	12.90	38.48	NaN	0	NaN	0
9/21/12	10	22.5633	38.404	2552.4	3	2225.1	3
9/21/12	30	16.499	38.0719	2551.7	3	2233.3	3
9/21/12	51	14.1429	38.0908	2551.4	2	2263.8	2
9/21/12	80	13.4257	38.204	2557.2	2	2298.5	2
9/21/12	121	13.3856	38.3088	2573.3	2	2314.3	2
9/21/12	200	13.448	38.4903	2590.1	2	2328.8	2
9/21/12	300	13.4624	38.5592	2595.8	2	2328.6	2
9/21/12	503	13.4179	38.5733	2595.8	2	2337	2
9/21/12	1000	13.2713	38.5156	2598.4	3	2315.2	3
9/21/12	1502	13.1379	38.4758	2601.3	2	2337.4	2
9/21/12	2003	13.2048	38.4784	2592.2	2	2329	2
12/11/12	12	14.4048	38.1732	2563.8	2	2266.1	2
12/11/12	31	13.8728	38.2154	2564.3	2	2284.1	2
12/11/12	43	13.694	38.2544	2566.1	2	2276.9	2
12/11/12	58	13.591	38.275	2570.8	2	2287.5	2
12/11/12	80	13.4394	38.4007	2584.7	2	2322	2
12/11/12	121	13.4503	38.5111	2588.9	2	2333.8	2
12/11/12	190	13.6212	38.592	2599.3	2	2332	2
12/11/12	339	13.5464	38.6018	2605.9	2	2337.3	2
12/11/12	793	13.2821	38.5132	2599.5	2	2334	2
12/11/12	994	13.1623	38.4967	2604	2	2339.2	2
12/11/12	1500	13.1204	38.4671	2590	2	2325.3	2
12/11/12	1999	13.2001	38.4773	2595.7	2	2326.1	2
3/12/13	10	13.3444	38.4992	2591	2	2314.1	2
3/12/13	22	13.1873	38.503	2593.1	3	2306.1	3
3/12/13	35	13.1565	38.4991	2601.9	3	2315.1	3
3/12/13	79	13.1555	38.5232	2592	2	2327.4	2
3/12/13	101	13.1575	38.5274	2600.8	3	2325.9	3
