SITE	LATITUDE	LONGITUDE	DATE	HEURE	COEF_MAREE	MAREE	PROF_TEXT	T (Température)	qT	S (Salinité)	qS	O (Oxygène)	qO
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1997-01-02	00:00:00	0	inc	S	13.820	2	37.884	2	999999.00	9
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1997-01-02	00:00:00	0	inc	F	13.856	2	37.924	2	999999.00	9
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1997-01-09	00:00:00	0	inc	S	13.041	2	37.572	2	999999.00	9
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1997-01-09	00:00:00	0	inc	F	13.712	2	37.911	2	999999.00	9
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1997-01-15	00:00:00	0	inc	S	13.151	2	37.654	2	999999.00	9
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1997-01-15	00:00:00	0	inc	F	13.423	2	37.791	2	999999.00	9
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1997-01-22	00:00:00	0	inc	S	13.138	2	37.607	2	999999.00	9
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1997-01-22	00:00:00	0	inc	F	13.297	2	37.720	2	999999.00	9
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1997-01-29	00:00:00	0	inc	S	13.310	2	37.659	2	999999.00	9
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1997-01-29	00:00:00	0	inc	F	13.400	2	37.713	2	999999.00	9
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1997-02-05	00:00:00	0	inc	S	13.267	2	37.658	2	999999.00	9
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1997-02-05	00:00:00	0	inc	F	13.401	2	37.716	2	999999.00	9
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1997-02-12	00:00:00	0	inc	S	13.310	2	37.684	2	999999.00	9
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1997-02-12	00:00:00	0	inc	F	13.403	2	37.727	2	999999.00	9
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1997-02-19	00:00:00	0	inc	S	13.433	2	37.729	2	999999.00	9
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1997-02-19	00:00:00	0	inc	F	13.436	2	37.739	2	999999.00	9
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1997-02-26	00:00:00	0	inc	S	13.637	2	37.669	2	999999.00	9
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1997-02-26	00:00:00	0	inc	F	13.548	2	37.927	2	999999.00	9
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1997-03-05	00:00:00	0	inc	S	13.830	2	37.704	2	81.86	2
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1997-03-05	00:00:00	0	inc	F	13.631	2	37.947	2	82.07	2
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1997-03-12	00:00:00	0	inc	S	13.916	2	37.830	2	81.65	2
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1997-03-12	00:00:00	0	inc	F	13.802	2	37.875	2	81.82	2
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1997-03-20	00:00:00	0	inc	S	14.177	2	37.808	2	81.24	2
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1997-03-20	00:00:00	0	inc	F	13.832	2	37.876	2	81.77	2
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1997-03-26	00:00:00	0	inc	S	14.209	2	37.839	2	81.17	2
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1997-03-26	00:00:00	0	inc	F	13.986	2	37.858	2	81.53	2
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1997-04-02	00:00:00	0	inc	S	14.655	2	37.805	2	80.45	2
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1997-04-02	00:00:00	0	inc	F	14.056	2	37.859	2	81.41	2
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1997-04-09	00:00:00	0	inc	S	14.441	2	37.836	2	80.79	2
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1997-04-09	00:00:00	0	inc	F	14.181	2	37.865	2	81.20	2
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1997-04-16	00:00:00	0	inc	S	15.077	2	37.772	2	79.79	2
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1997-04-16	00:00:00	0	inc	F	14.286	2	37.873	2	81.02	2
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1997-04-23	00:00:00	0	inc	S	15.251	2	37.884	2	79.43	2
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1997-04-23	00:00:00	0	inc	F	14.640	2	37.886	2	80.44	2
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1997-04-30	00:00:00	0	inc	S	15.708	2	37.915	2	79.40	2
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1997-04-30	00:00:00	0	inc	F	14.585	2	37.922	2	79.92	2
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1997-05-14	00:00:00	0	inc	S	15.293	2	37.889	2	76.30	2
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1997-05-14	00:00:00	0	inc	F	14.971	2	37.864	2	79.70	2
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1997-05-21	00:00:00	0	inc	S	17.367	2	37.772	2	76.17	2
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1997-05-21	00:00:00	0	inc	F	15.117	2	37.836	2	93.10	2
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1997-05-28	00:00:00	0	inc	S	19.915	2	37.801	2	90.40	2
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1997-05-28	00:00:00	0	inc	F	14.940	2	37.939	2	92.47	2
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1997-06-04	00:00:00	0	inc	S	18.956	2	37.802	2	96.35	2
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1997-06-04	00:00:00	0	inc	F	17.028	2	37.864	2	92.57	2
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1997-06-11	00:00:00	0	inc	S	21.535	2	37.330	2	71.49	2
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1997-06-11	00:00:00	0	inc	F	16.055	2	37.918	2	96.19	2
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1997-06-18	00:00:00	0	inc	S	23.022	2	37.578	2	83.91	2
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1997-06-18	00:00:00	0	inc	F	16.204	2	37.901	2	92.36	2
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1997-06-25	00:00:00	0	inc	S	19.587	2	37.832	2	82.28	2
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1997-06-25	00:00:00	0	inc	F	15.486	2	37.894	2	92.36	2
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1997-07-02	00:00:00	0	inc	S	16.828	2	37.821	2	73.32	2
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1997-07-02	00:00:00	0	inc	F	14.644	2	37.946	2	95.04	2
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1997-07-08	00:00:00	0	inc	S	21.077	2	37.914	2	79.56	2
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1997-07-08	00:00:00	0	inc	F	15.953	2	37.892	2	98.14	2
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1997-07-16	00:00:00	0	inc	S	23.672	2	37.868	2	84.38	2
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1997-07-16	00:00:00	0	inc	F	15.477	2	37.918	2	98.19	2
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1997-07-23	00:00:00	0	inc	S	24.558	2	37.789	2	57.68	3
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1997-07-23	00:00:00	0	inc	F	15.625	2	37.907	2	91.79	2
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1997-07-30	00:00:00	0	inc	S	25.888	2	37.907	2	49.55	3
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1997-07-30	00:00:00	0	inc	F	15.290	2	37.927	2	94.93	2
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1997-08-13	00:00:00	0	inc	S	25.638	2	37.943	2	47.34	3
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1997-08-13	00:00:00	0	inc	F	15.831	2	37.912	2	90.94	2
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1997-08-20	00:00:00	0	inc	S	24.985	2	37.909	2	51.25	3
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1997-08-20	00:00:00	0	inc	F	15.116	2	37.926	2	91.83	2
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1997-08-27	00:00:00	0	inc	S	24.919	2	37.927	2	999999.00	9
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1997-08-27	00:00:00	0	inc	F	16.000	2	37.864	2	999999.00	9
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1997-09-03	00:00:00	0	inc	S	23.700	2	37.831	2	999999.00	9
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1997-09-03	00:00:00	0	inc	F	15.434	2	37.900	2	999999.00	9
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1997-09-10	00:00:00	0	inc	S	24.698	2	37.871	2	999999.00	9
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1997-09-10	00:00:00	0	inc	F	16.189	2	37.829	2	999999.00	9
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1997-09-17	00:00:00	0	inc	S	23.680	2	38.030	2	999999.00	9
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1997-09-17	00:00:00	0	inc	F	18.128	2	37.789	2	999999.00	9
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1997-09-24	00:00:00	0	inc	S	23.037	2	38.093	2	999999.00	9
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1997-09-24	00:00:00	0	inc	F	15.608	2	37.871	2	999999.00	9
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1997-10-01	00:00:00	0	inc	S	22.979	2	38.142	2	999999.00	9
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1997-10-01	00:00:00	0	inc	F	16.532	2	37.828	2	999999.00	9
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1997-10-03	00:00:00	0	inc	S	22.811	2	38.159	2	999999.00	9
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1997-10-03	00:00:00	0	inc	F	16.628	2	37.824	2	999999.00	9
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1997-10-07	00:00:00	0	inc	S	22.702	2	38.167	2	999999.00	9
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1997-10-07	00:00:00	0	inc	F	17.933	2	37.815	2	999999.00	9
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1997-10-08	00:00:00	0	inc	S	22.580	2	38.164	2	999999.00	9
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1997-10-08	00:00:00	0	inc	F	18.018	2	37.835	2	999999.00	9
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1997-10-15	00:00:00	0	inc	S	21.444	2	38.026	2	999999.00	9
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1997-10-15	00:00:00	0	inc	F	15.199	2	37.916	2	999999.00	9
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1997-10-22	00:00:00	0	inc	S	21.096	2	38.017	2	999999.00	9
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1997-10-22	00:00:00	0	inc	F	19.436	2	37.970	2	999999.00	9
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1997-10-30	00:00:00	0	inc	S	19.463	2	38.053	2	999999.00	9
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1997-10-30	00:00:00	0	inc	F	19.100	2	38.046	2	999999.00	9
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1997-11-05	00:00:00	0	inc	S	18.347	2	38.055	2	999999.00	9
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1997-11-05	00:00:00	0	inc	F	18.265	2	38.056	2	999999.00	9
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1997-11-13	00:00:00	0	inc	S	17.466	2	37.836	2	999999.00	9
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1997-11-13	00:00:00	0	inc	F	17.478	2	38.045	2	999999.00	9
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1997-11-19	00:00:00	0	inc	S	17.524	2	37.923	2	999999.00	9
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1997-11-19	00:00:00	0	inc	F	17.525	2	37.928	2	999999.00	9
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1997-11-26	00:00:00	0	inc	S	16.964	2	37.946	2	999999.00	9
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1997-11-26	00:00:00	0	inc	F	16.991	2	37.970	2	999999.00	9
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1997-12-04	00:00:00	0	inc	S	16.401	2	37.968	2	999999.00	9
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1997-12-04	00:00:00	0	inc	F	16.407	2	37.969	2	999999.00	9
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1997-12-10	00:00:00	0	inc	S	16.229	2	37.946	2	999999.00	9
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1997-12-10	00:00:00	0	inc	F	16.237	2	37.941	2	999999.00	9
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1997-12-17	00:00:00	0	inc	S	15.776	2	37.930	2	999999.00	9
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1997-12-17	00:00:00	0	inc	F	15.809	2	37.934	2	999999.00	9
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1997-12-23	00:00:00	0	inc	S	15.017	2	37.362	2	999999.00	9
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1997-12-23	00:00:00	0	inc	F	15.431	2	37.903	2	999999.00	9
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1997-12-30	00:00:00	0	inc	S	15.289	2	37.826	2	999999.00	9
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1997-12-30	00:00:00	0	inc	F	15.287	2	37.824	2	999999.00	9
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1998-01-07	00:00:00	0	inc	F	15.139	2	37.853	2	85.53	2
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1998-01-14	00:00:00	0	inc	S	14.777	2	37.740	2	88.25	2
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1998-01-14	00:00:00	0	inc	F	14.867	2	37.778	2	87.83	2
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1998-01-21	00:00:00	0	inc	S	14.486	2	37.876	2	86.38	2
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1998-01-21	00:00:00	0	inc	F	14.484	2	37.877	2	86.82	2
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1998-01-28	00:00:00	0	inc	S	14.217	2	37.916	2	86.54	2
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1998-01-28	00:00:00	0	inc	F	14.252	2	37.921	2	86.38	2
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1998-02-04	00:00:00	0	inc	S	14.137	2	37.919	2	87.38	2
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1998-02-04	00:00:00	0	inc	F	14.144	2	37.929	2	87.95	2
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1998-02-11	00:00:00	0	inc	S	13.935	2	37.924	2	80.93	2
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1998-02-11	00:00:00	0	inc	F	13.930	2	37.931	2	87.08	2
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1998-02-18	00:00:00	0	inc	S	13.887	2	37.802	2	74.75	2
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1998-02-18	00:00:00	0	inc	F	13.916	2	37.921	2	88.06	2
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1998-02-25	00:00:00	0	inc	S	13.991	2	37.878	2	79.89	2
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1998-02-25	00:00:00	0	inc	F	13.993	2	37.881	2	89.91	2
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1998-03-04	00:00:00	0	inc	S	14.171	2	37.859	2	93.53	2
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1998-03-04	00:00:00	0	inc	F	14.011	2	37.903	2	87.55	2
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1998-03-11	00:00:00	0	inc	S	13.947	2	37.901	2	89.04	2
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1998-03-11	00:00:00	0	inc	F	13.859	2	37.933	2	88.11	2
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1998-03-18	00:00:00	0	inc	S	14.194	2	37.882	2	89.76	2
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1998-03-18	00:00:00	0	inc	F	13.867	2	37.925	2	87.55	2
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1998-03-25	00:00:00	0	inc	S	13.959	2	37.909	2	88.89	2
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1998-03-25	00:00:00	0	inc	F	13.934	2	37.910	2	89.21	2
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1998-04-01	00:00:00	0	inc	S	14.281	2	37.928	2	92.40	2
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1998-04-01	00:00:00	0	inc	F	13.809	2	37.932	2	90.95	2
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1998-04-08	00:00:00	0	inc	S	13.864	2	37.912	2	91.05	2
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1998-04-08	00:00:00	0	inc	F	13.685	2	37.979	2	88.97	2
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1998-04-15	00:00:00	0	inc	S	13.470	2	37.891	2	89.62	2
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1998-04-15	00:00:00	0	inc	F	13.595	2	38.002	2	88.59	2
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1998-04-22	00:00:00	0	inc	S	15.294	2	37.867	2	94.07	2
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1998-04-22	00:00:00	0	inc	F	13.974	2	37.845	2	92.15	2
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1998-04-29	00:00:00	0	inc	S	15.384	2	37.539	2	94.84	2
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1998-04-29	00:00:00	0	inc	F	14.051	2	37.856	2	90.56	2
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1998-05-06	00:00:00	0	inc	S	15.726	2	37.332	2	95.36	2
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1998-05-06	00:00:00	0	inc	F	14.350	2	37.810	2	91.89	2
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1998-05-13	00:00:00	0	inc	S	18.158	2	37.451	2	60.34	2
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1998-05-13	00:00:00	0	inc	F	14.278	2	37.850	2	88.85	2
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1998-05-20	00:00:00	0	inc	S	19.121	2	37.528	2	77.68	2
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1998-05-20	00:00:00	0	inc	F	14.684	2	37.874	2	89.45	2
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1998-05-27	00:00:00	0	inc	S	19.475	2	37.617	2	93.18	2
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1998-05-27	00:00:00	0	inc	F	14.486	2	37.923	2	89.96	2
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1998-06-03	00:00:00	0	inc	S	19.734	2	37.307	2	88.66	2
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1998-06-03	00:00:00	0	inc	F	14.984	2	37.889	2	90.17	2
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1998-06-10	00:00:00	0	inc	S	21.749	2	37.739	2	89.12	2
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1998-06-10	00:00:00	0	inc	F	15.145	2	37.878	2	90.32	2
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1998-06-17	00:00:00	0	inc	S	20.251	2	37.777	2	89.86	2
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1998-06-17	00:00:00	0	inc	F	14.605	2	37.895	2	88.99	2
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1998-06-24	00:00:00	0	inc	S	22.381	2	37.744	2	88.18	2
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1998-06-24	00:00:00	0	inc	F	15.158	2	37.880	2	90.49	2
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1998-07-01	00:00:00	0	inc	S	24.132	2	37.797	2	88.11	2
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1998-07-01	00:00:00	0	inc	F	15.227	2	37.879	2	92.08	2
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1998-07-08	00:00:00	0	inc	S	22.398	2	37.870	2	88.35	2
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1998-07-08	00:00:00	0	inc	F	14.603	2	37.913	2	89.20	2
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1998-07-15	00:00:00	0	inc	S	23.777	2	37.984	2	88.42	2
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1998-07-15	00:00:00	0	inc	F	16.097	2	37.880	2	97.54	2
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1998-07-22	00:00:00	0	inc	S	24.760	2	37.998	2	88.55	2
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1998-07-22	00:00:00	0	inc	F	15.087	2	37.907	2	93.98	2
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1998-07-29	00:00:00	0	inc	S	25.483	2	38.034	2	85.73	2
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1998-07-29	00:00:00	0	inc	F	15.675	2	37.903	2	93.21	2
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1998-08-05	00:00:00	0	inc	S	24.709	2	38.016	2	84.94	2
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1998-08-05	00:00:00	0	inc	F	15.955	2	37.945	2	94.71	2
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1998-08-12	00:00:00	0	inc	S	25.386	2	38.082	2	85.28	2
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1998-08-12	00:00:00	0	inc	F	15.174	2	37.936	2	91.87	2
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1998-08-19	00:00:00	0	inc	S	25.116	2	38.146	2	83.72	2
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1998-08-19	00:00:00	0	inc	F	15.834	2	37.920	2	92.75	2
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1998-08-26	00:00:00	0	inc	S	25.897	2	38.074	2	83.95	2
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1998-08-26	00:00:00	0	inc	F	15.396	2	37.918	2	91.37	2
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1998-09-02	00:00:00	0	inc	S	24.313	2	38.151	2	82.01	2
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1998-09-02	00:00:00	0	inc	F	15.821	2	37.912	2	91.07	2
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1998-09-09	00:00:00	0	inc	S	23.687	2	38.039	2	83.20	2
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1998-09-09	00:00:00	0	inc	F	15.913	2	37.908	2	92.66	2
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1998-09-17	00:00:00	0	inc	S	21.941	2	38.051	2	83.13	2
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1998-09-17	00:00:00	0	inc	F	14.966	2	37.934	2	87.76	2
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1998-09-23	00:00:00	0	inc	S	21.920	2	38.111	2	81.90	2
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1998-09-23	00:00:00	0	inc	F	15.865	2	37.910	2	90.14	2
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1998-10-01	00:00:00	0	inc	S	20.474	2	37.590	2	83.20	2
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1998-10-01	00:00:00	0	inc	F	20.022	2	38.092	2	85.83	2
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1998-10-07	00:00:00	0	inc	S	20.093	2	37.843	2	83.40	2
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1998-10-07	00:00:00	0	inc	F	17.784	2	37.966	2	86.63	2
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1998-10-14	00:00:00	0	inc	S	19.509	2	37.784	2	82.49	2
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1998-10-14	00:00:00	0	inc	F	18.270	2	37.936	2	84.90	2
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1998-10-21	00:00:00	0	inc	S	19.376	2	37.812	2	83.49	2
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1998-10-21	00:00:00	0	inc	F	18.976	2	37.935	2	83.85	2
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1998-10-30	00:00:00	0	inc	S	18.615	2	37.980	2	84.30	2
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1998-10-30	00:00:00	0	inc	F	16.846	2	37.964	2	85.60	2
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1998-11-06	00:00:00	0	inc	S	18.082	2	37.951	2	83.87	2
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1998-11-06	00:00:00	0	inc	F	16.410	2	37.951	2	84.24	2
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1998-11-12	00:00:00	0	inc	S	17.740	2	38.020	2	71.87	2
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1998-11-12	00:00:00	0	inc	F	17.750	2	38.056	2	82.68	2
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1998-11-18	00:00:00	0	inc	S	16.984	2	38.047	2	84.24	2
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1998-11-18	00:00:00	0	inc	F	17.013	2	38.045	2	83.84	2
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1998-11-25	00:00:00	0	inc	S	15.061	2	38.126	2	83.33	2
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1998-11-25	00:00:00	0	inc	F	14.916	2	38.126	2	83.21	2
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1998-12-02	00:00:00	0	inc	S	14.948	2	38.106	2	83.60	2
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1998-12-02	00:00:00	0	inc	F	14.789	2	38.123	2	82.66	2
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1998-12-09	00:00:00	0	inc	S	14.665	2	38.145	2	84.04	2
Point B (Somlit Id:12)	43:41:00 N	7:19:00 E	1998-12-09	00:00:00	0	inc	F	14.677	2	38.145	2	83.55	2
